Filename,Normalized integer,Normalized floating,Normalized control,Cycles,Normalized time avg,Ratio Memory,Ratio branches,Ratio call,Phase
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-125,111.93933,0.48729,27.37422,21525435,1.052490234,0.42367607,8.336529843,0.043388195,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-126,112.823508,0.491178,27.590712,21696513,1.059082031,0.423680832,8.336503399,0.043382643,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-127,113.707746,0.495042,27.807042,21867834,1.064453125,0.423681082,8.336385357,0.043381961,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-128,114.582252,0.498822,28.02039,22036537,1.070800781,0.423681549,8.336600765,0.043386334,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-129,115.464,0.502638,28.235622,22206063,1.076660156,0.423680909,8.336750505,0.043389446,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-13,13.214412,0.057456,3.234474,2629636,0.358886719,0.42370722,8.398169456,0.043559478,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-130,116.343318,0.506454,28.450464,22374653,1.084228516,0.423681427,8.336880305,0.043392052,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-131,117.229086,0.51036,28.666902,22546177,1.088867188,0.423686898,8.337126564,0.043389062,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-132,118.115652,0.514236,28.883304,22716753,1.094726563,0.423693822,8.337538624,0.043385964,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-133,119.001354,0.518142,29.099496,22887362,1.100830078,0.423701608,8.337895183,0.043383638,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-134,119.876886,0.521958,29.313114,23055688,1.107421875,0.423706475,8.338551025,0.043386179,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-135,120.756402,0.52581,29.527308,23223952,1.113769531,0.423707281,8.338777075,0.0433919,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-136,121.631676,0.529578,29.740728,23392090,1.120117188,0.423708427,8.339196723,0.043395441,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-137,122.516916,0.533448,29.95713,23562267,1.125732422,0.423711516,8.339264771,0.043393609,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-138,123.39858,0.537324,30.172968,23733319,1.129394531,0.423715384,8.339018525,0.043389434,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-139,124.281834,0.5412,30.38928,23904552,1.134277344,0.423715814,8.338921453,0.043385431,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-14,14.099364,0.061362,3.450528,2799408,0.366210938,0.423758767,8.398091254,0.043534207,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-140,125.164242,0.545046,30.604896,24074812,1.135742188,0.423718216,8.338921143,0.043385215,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-141,126.044724,0.548892,30.82017,24244990,1.138427734,0.423717524,8.338800228,0.043387236,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-142,126.923688,0.552738,31.034934,24414018,1.144287109,0.423720539,8.338949052,0.043388976,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-143,127.804488,0.55656,31.25016,24582275,1.151855469,0.423717643,8.33893248,0.043392162,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-144,128.682804,0.560406,31.465362,24751435,1.158447266,0.423717568,8.338875751,0.043387329,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-145,129.566388,0.564282,31.68159,24922181,1.163085938,0.423718487,8.338824924,0.043383807,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-146,130.445766,0.568134,31.89666,25092744,1.165527344,0.423719933,8.338747446,0.043381345,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-147,131.321088,0.57192,32.11068,25261486,1.168212891,0.42371863,8.338887105,0.043383136,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-148,132.200526,0.575766,32.325414,25430715,1.170410156,0.423720753,8.339020746,0.04338543,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-149,133.073724,0.579558,32.539038,25598288,1.173828125,0.423714963,8.339043119,0.043388621,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-15,14.983584,0.065208,3.666048,2968007,0.372070313,0.423789539,8.397954318,0.043539528,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-150,133.956438,0.58338,32.754888,25766599,1.1796875,0.42371341,8.33883715,0.043386441,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-151,134.83416,0.587196,32.970006,25935521,1.184082031,0.423710004,8.338331337,0.04338234,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-152,135.716286,0.591042,33.186018,26104754,1.188964844,0.42371039,8.338052162,0.043378751,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-153,136.60152,0.594918,33.402468,26275257,1.1953125,0.423711074,8.337664124,0.043375897,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-154,137.4822,0.59877,33.618306,26445007,1.201171875,0.423705349,8.337235617,0.043374226,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-155,138.361374,0.602586,33.833556,26614446,1.207519531,0.423704992,8.337021387,0.043371202,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-156,139.240788,0.606348,34.048284,26782657,1.213623047,0.423703206,8.336758904,0.043371701,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-157,140.118804,0.610164,34.262754,26951854,1.217529297,0.423699693,8.336551541,0.043375322,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-158,140.993142,0.613926,34.476114,27120226,1.221191406,0.423695381,8.336425425,0.043379251,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-159,141.877344,0.617736,34.691802,27289983,1.225830078,0.423694124,8.336279128,0.043381776,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-16,15.866226,0.069054,3.881256,3137715,0.378417969,0.423848506,8.398032863,0.043560126,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-160,142.754964,0.621528,34.906194,27458082,1.229980469,0.423690355,8.33602773,0.043385366,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-161,143.631204,0.62529,35.120502,27626827,1.235595703,0.423684924,8.335682638,0.043387136,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-162,144.512706,0.629106,35.335764,27796341,1.241455078,0.42368332,8.335401423,0.043391449,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-163,145.392606,0.632928,35.551086,27965378,1.246826172,0.423679955,8.335198215,0.043389054,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-164,146.270952,0.63672,35.766168,28134182,1.251464844,0.423678451,8.33496406,0.04338547,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-165,147.14937,0.640536,35.981172,28303207,1.252929688,0.423677725,8.334625299,0.043382689,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-166,148.02927,0.644382,36.196884,28472061,1.253417969,0.423674873,8.334314294,0.04337843,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-167,148.912272,0.648246,36.413298,28641690,1.257324219,0.423675346,8.334129521,0.043374539,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-168,149.793972,0.652116,36.629328,28811327,1.260009766,0.423675704,8.333692112,0.043370165,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-169,150.667464,0.655884,36.843054,28979096,1.262939453,0.423669465,8.333428079,0.043371649,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-17,16.738698,0.072846,4.094136,3304865,0.384765625,0.423812261,8.397289704,0.04357696,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-170,151.544106,0.659634,37.05732,29147439,1.265869141,0.423666843,8.33330311,0.043373941,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-171,152.419356,0.66342,37.271286,29315925,1.268798828,0.423663265,8.333090436,0.04337736,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-172,153.300498,0.66723,37.486566,29484055,1.271972656,0.423659454,8.332998221,0.04337874,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-173,154.17957,0.67104,37.701438,29652102,1.276855469,0.42365574,8.332806062,0.043380414,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-174,155.056728,0.674826,37.91595,29820518,1.283691406,0.423653937,8.332610176,0.043383114,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-175,155.933214,0.678588,38.130234,29988213,1.289794922,0.42364987,8.332401812,0.0433851,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-176,156.82095,0.682464,38.347248,30159348,1.295654297,0.423654301,8.332560391,0.04338413,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-177,157.714344,0.686424,38.566194,30331039,1.298095703,0.423658283,8.332805301,0.043381465,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-178,158.604126,0.690348,38.783838,30502429,1.301269531,0.423662592,8.333084508,0.043379822,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-179,159.496488,0.69426,39.002382,30674211,1.303222656,0.423666867,8.333334769,0.043375812,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-18,17.620374,0.076698,4.309194,3473793,0.391845703,0.423835925,8.396205927,0.043574274,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-180,160.39083,0.698196,39.221088,30846567,1.307617188,0.423671085,8.333474212,0.043375186,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-181,161.278386,0.702042,39.437772,31016471,1.314697266,0.423673695,8.333889044,0.043379073,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-182,162.16914,0.705948,39.655236,31187423,1.319824219,0.423675073,8.334166589,0.043382064,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-183,163.058226,0.709824,39.872382,31357413,1.326660156,0.423677873,8.334576465,0.043385218,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-184,163.941438,0.7137,40.088838,31527727,1.330810547,0.423679703,8.334443068,0.043381302,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-185,164.828886,0.717606,40.306044,31698128,1.333007813,0.423681278,8.334406977,0.043378705,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-186,165.715404,0.721482,40.52316,31869243,1.335449219,0.423684023,8.334363442,0.04337564,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-187,166.597122,0.725328,40.738512,32039269,1.337890625,0.423685036,8.334467992,0.043377431,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-188,167.47605,0.729144,40.953168,32208098,1.342773438,0.423685374,8.334591525,0.043379355,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-189,168.3486,0.732936,41.166132,32375888,1.346923828,0.423684792,8.334571408,0.043383187,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-19,18.505458,0.080586,4.52601,3643639,0.397949219,0.423844566,8.392088749,0.04353636,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-190,169.234146,0.736812,41.382456,32546663,1.350585938,0.423687545,8.334778807,0.043382587,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-191,170.117868,0.740688,41.598294,32717049,1.355712891,0.423692429,8.334988118,0.043380337,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-192,171.002652,0.74457,41.814318,32888370,1.359130859,0.423695932,8.335311831,0.043378921,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-193,171.88806,0.74844,42.030264,33059406,1.362304688,0.423700334,8.335602472,0.043379314,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-194,172.76316,0.752232,42.243714,33227575,1.365966797,0.423701698,8.335932755,0.043381697,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-195,173.638944,0.756048,42.457236,33395817,1.371582031,0.423702539,8.336263255,0.0433837,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-196,174.521718,0.759924,42.67254,33565657,1.376220703,0.423705853,8.336367527,0.043386543,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-197,175.404846,0.7638,42.888936,33735718,1.381103516,0.423707036,8.336147526,0.043383217,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-198,176.287848,0.767676,43.10499,33906061,1.384277344,0.423710151,8.336183247,0.043379711,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-199,177.172356,0.771528,43.32144,34076401,1.388671875,0.423710283,8.336038367,0.043378752,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-2,3.479634,0.014964,0.85548,768738,0.289794922,0.422822265,8.508502834,0.043870108,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-20,19.391046,0.084474,4.742982,3813682,0.404296875,0.423846456,8.388548422,0.043500481,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-200,178.048836,0.775344,43.53573,34244582,1.394287109,0.423709339,8.336140455,0.043379817,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-201,178.934634,0.779196,43.751754,34414642,1.399658203,0.423709991,8.336229049,0.043382444,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-202,179.813784,0.783012,43.966674,34583971,1.405273438,0.423709494,8.336308352,0.043384087,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-203,180.690504,0.786858,44.181306,34752827,1.410400391,0.423709353,8.336255,0.043381923,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-204,181.57611,0.790734,44.397912,34923905,1.412841797,0.423710708,8.336216762,0.043379067,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-205,182.457474,0.79461,44.613876,35093931,1.415039063,0.423711251,8.336196938,0.043376729,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-206,183.334788,0.798432,44.828334,35262732,1.417480469,0.423711853,8.336155319,0.043378012,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-207,184.210956,0.802224,45.042108,35430832,1.423095703,0.423710934,8.336367096,0.043380208,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-208,185.087982,0.80604,45.256776,35599241,1.428222656,0.423708716,8.336391498,0.043380996,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-209,185.967402,0.809856,45.47178,35768080,1.435546875,0.423708842,8.33643865,0.043380928,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-21,20.27367,0.088338,4.958754,3982663,0.410888672,0.423857647,8.385926658,0.043486731,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-210,186.84954,0.813732,45.687984,35938111,1.440917969,0.423706315,8.335940728,0.043378408,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-211,187.73106,0.817554,45.903912,36107745,1.444580078,0.423704183,8.335744557,0.043376434,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-212,188.61495,0.8214,46.12011,36278729,1.446533203,0.423703603,8.335502841,0.043373834,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-213,189.496506,0.825252,46.335768,36448239,1.44921875,0.423701818,8.335357724,0.043372153,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-214,190.374924,0.829068,46.551036,36617119,1.452148438,0.423699964,8.335079586,0.043369819,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-215,191.25864,0.832884,46.767102,36787414,1.45703125,0.423701619,8.334940951,0.04336805,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-216,192.13833,0.8367,46.981806,36955564,1.463134766,0.423698453,8.334844574,0.043371002,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-217,193.01304,0.840462,47.195586,37124250,1.468017578,0.423695755,8.334699254,0.043373124,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-218,193.892568,0.844278,47.41044,37293367,1.473388672,0.423693925,8.334424866,0.043376142,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-219,194.772624,0.848064,47.625018,37462105,1.479736328,0.423691365,8.334439158,0.043377999,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-22,21.154026,0.092142,5.17383,4151225,0.417236328,0.423849241,8.384304806,0.04349853,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-220,195.646836,0.851826,47.838738,37629653,1.485107422,0.423687265,8.334198487,0.043379865,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-221,196.519458,0.855588,48.051864,37797749,1.490234375,0.423685184,8.334029522,0.043383,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-222,197.400648,0.85935,48.267234,37966391,1.494628906,0.423683724,8.333862805,0.043383219,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-223,198.28188,0.863196,48.48309,38136075,1.497314453,0.423683345,8.333715668,0.043380651,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-224,199.160094,0.867048,48.6981,38304937,1.499755859,0.423681044,8.333375498,0.043379352,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-225,200.0379,0.870888,48.913092,38474574,1.502197266,0.423680281,8.333216556,0.043376362,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-226,200.915478,0.874704,49.128078,38642628,1.505859375,0.423679201,8.332994042,0.04337316,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-227,201.796926,0.878544,49.34415,38812470,1.51171875,0.423678644,8.33277765,0.043370126,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-228,202.669926,0.88233,49.558056,38979593,1.518554688,0.423677827,8.332555966,0.043368166,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-229,203.542974,0.886116,49.771464,39146788,1.523193359,0.423673761,8.332389809,0.043370635,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-23,22.03776,0.095988,5.389608,4319936,0.423583984,0.423838765,8.382564917,0.04350706,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-230,204.42276,0.889902,49.986462,39315486,1.527832031,0.423671464,8.332291941,0.043372303,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-231,205.300986,0.893712,50.201268,39484160,1.530517578,0.423669751,8.332107177,0.043374124,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-232,206.176188,0.897474,50.415024,39652404,1.532470703,0.423666534,8.332102751,0.043375998,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-233,207.055464,0.901254,50.630058,39820981,1.534667969,0.423664003,8.331983027,0.043377118,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-234,207.933666,0.90507,50.844864,39989284,1.538818359,0.423661653,8.331781366,0.043379249,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-235,208.813062,0.908832,51.05967,40158326,1.546630859,0.42366118,8.331775834,0.043380069,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-236,209.707806,0.912822,51.278766,40331447,1.552001953,0.423664462,8.331929507,0.043378189,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-237,210.602472,0.916722,51.497808,40504425,1.557861328,0.423667634,8.332163411,0.043375671,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-238,211.496826,0.920688,51.716586,40677118,1.561523438,0.423671203,8.332287081,0.043373861,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-239,212.392362,0.924648,51.935838,40849868,1.564208984,0.423674803,8.332484825,0.043372709,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-24,22.917714,0.099834,5.6046,4488096,0.430664063,0.423856966,8.38143398,0.043517825,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-240,213.2832,0.928524,52.153512,41020514,1.56640625,0.423677227,8.332769289,0.04337426,1
../blacksholes\small\config-4-100\2-blackscholes-small-4core-100cache-x86__1-1-241,214.17741,0.93243,52.371726,41192216,1.569091797,0.423678842,8.332968011,0.043377184,1
