Filename,Normalized integer,Normalized floating,Normalized control,Cycles,Normalized time avg,Ratio Memory,Ratio branches,Ratio call,Phase
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-135,120.77847,0.525882,29.53269,23188575,1.137695313,0.423706723,8.338813418,0.043391103,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-136,121.650822,0.529686,29.745528,23355484,1.14453125,0.423709595,8.338979635,0.043395296,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-137,122.532078,0.533532,29.96091,23523613,1.150634766,0.423712309,8.339220355,0.043393942,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-138,123.41721,0.537408,30.177468,23693447,1.159179688,0.423714799,8.338989188,0.043390121,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-139,124.299126,0.541314,30.393594,23861854,1.163574219,0.423715782,8.338817973,0.043385787,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-14,14.108976,0.061392,3.452928,2798307,0.366455078,0.423758996,8.398330965,0.04353175,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-140,125.182068,0.54516,30.609264,24030713,1.169677734,0.423717773,8.338834866,0.043385885,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-141,126.065364,0.548982,30.82515,24200173,1.176513672,0.42371848,8.338832084,0.043388402,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-142,126.943086,0.552798,31.039638,24367664,1.181884766,0.423716685,8.33896506,0.043389939,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-143,127.825446,0.556644,31.255152,24536116,1.1875,0.423716769,8.339000948,0.043392142,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-144,128.705352,0.56049,31.470888,24705262,1.195800781,0.423716911,8.338869432,0.043386574,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-145,129.586128,0.564366,31.68642,24873885,1.201904297,0.423719812,8.338960332,0.043383064,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-146,130.466382,0.568242,31.901886,25042456,1.206787109,0.423720821,8.338587808,0.043381197,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-147,131.33895,0.57201,32.114946,25209424,1.213867188,0.423718994,8.338840394,0.043384473,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-148,132.219762,0.575826,32.3301,25377828,1.219970703,0.423716953,8.339030904,0.043386194,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-149,133.095882,0.579642,32.544336,25545290,1.227050781,0.423716473,8.339180592,0.043388379,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-15,14.990868,0.065238,3.667824,2967089,0.373779297,0.423799306,8.397737056,0.04353644,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-150,133.978938,0.583494,32.760468,25713770,1.233398438,0.42371402,8.338670781,0.043386926,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-151,134.857392,0.587316,32.975718,25881716,1.239990234,0.423709825,8.338298736,0.043382831,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-152,135.738954,0.591132,33.191412,26050128,1.24609375,0.423709088,8.337946122,0.043379655,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-153,136.620906,0.595008,33.407208,26219008,1.252685547,0.423707305,8.337626597,0.043376388,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-154,137.498928,0.598824,33.622314,26386519,1.259765625,0.423705071,8.337321834,0.043373874,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-155,138.37536,0.602646,33.837018,26554246,1.264892578,0.423704365,8.33689458,0.043371552,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-156,139.250928,0.606408,34.050816,26720808,1.271240234,0.423703794,8.33674658,0.043371824,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-157,140.125728,0.610188,34.264416,26887213,1.278076172,0.423701349,8.336699126,0.043374094,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-158,140.996994,0.613926,34.477104,27053392,1.283935547,0.423695397,8.3364508,0.043378875,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-159,141.881124,0.617766,34.69278,27221788,1.290283203,0.42369347,8.336270969,0.04338211,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-16,15.872646,0.069084,3.882798,3135782,0.380126953,0.423809822,8.398353085,0.043559825,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-160,142.75797,0.621558,34.906836,27388910,1.295898438,0.423689433,8.336034637,0.043385943,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-161,143.630442,0.62529,35.120316,27555389,1.302978516,0.42368457,8.335648085,0.043387195,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-162,144.511686,0.629106,35.335524,27723566,1.309082031,0.42368288,8.335382411,0.043391744,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-163,145.389732,0.632898,35.55045,27891376,1.317382813,0.423680597,8.335207704,0.043388649,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-164,146.270148,0.63672,35.765976,28059675,1.322509766,0.423679023,8.334943185,0.043385535,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-165,147.150246,0.640536,35.981388,28228040,1.327880859,0.423677489,8.334637745,0.043382595,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-166,148.031502,0.644406,36.19743,28396452,1.333740234,0.423675317,8.334238458,0.04337877,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-167,148.910898,0.648246,36.41304,28564356,1.340576172,0.423675448,8.334063385,0.043374022,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-168,149.79087,0.652116,36.628764,28732402,1.347412109,0.423673318,8.333534127,0.043370833,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-169,150.665442,0.655854,36.842634,28899654,1.353759766,0.423669658,8.333420986,0.043371329,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-17,16.749648,0.072906,4.096854,3303755,0.386474609,0.42381908,8.396540335,0.043578805,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-170,151.543146,0.659634,37.057068,29066929,1.359863281,0.423667733,8.333352475,0.043374074,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-171,152.41467,0.663396,37.27002,29233471,1.365966797,0.423663537,8.333081914,0.043377868,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-172,153.295188,0.66723,37.485216,29400391,1.372314453,0.423659536,8.332968831,0.043379022,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-173,154.17126,0.67101,37.699386,29568049,1.379150391,0.423659502,8.332769397,0.043380229,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-174,155.04393,0.674772,37.912686,29734060,1.385253906,0.423653144,8.332633743,0.04338321,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-175,155.920794,0.678528,38.127282,29900890,1.391113281,0.42365077,8.332501597,0.043384839,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-176,156.807792,0.682404,38.344074,30070346,1.398925781,0.423654558,8.332646481,0.043383966,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-177,157.701414,0.68637,38.562912,30240759,1.404785156,0.423657692,8.332810581,0.043381734,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-178,158.592342,0.690276,38.780988,30411341,1.410644531,0.42366258,8.333018551,0.043379452,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-179,159.490218,0.69426,39.000882,30583483,1.416992188,0.423667999,8.333150025,0.043375788,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-18,17.631408,0.076752,4.311978,3472822,0.392822266,0.423842563,8.396007112,0.043576753,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-180,160.386006,0.698166,39.219888,30755351,1.424072266,0.423671174,8.333441851,0.043374984,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-181,161.27211,0.702012,39.43638,30924374,1.430175781,0.423672498,8.333851192,0.043378322,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-182,162.165552,0.705918,39.654342,31095363,1.436523438,0.423675694,8.334140713,0.043381681,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-183,163.05561,0.709794,39.871734,31264749,1.443847656,0.42367883,8.334568992,0.043385171,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-184,163.938972,0.713676,40.088214,31433868,1.448974609,0.423679372,8.334467304,0.043381529,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-185,164.825052,0.717576,40.305072,31603162,1.455078125,0.423681922,8.334363458,0.043378412,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-186,165.706854,0.721452,40.521012,31772361,1.463378906,0.42368334,8.334307284,0.043375866,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-187,166.588008,0.725286,40.736298,31940793,1.469238281,0.423683796,8.334474012,0.043377579,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-188,167.468274,0.729144,40.95132,32108977,1.475097656,0.423684384,8.334412854,0.043380287,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-189,168.340758,0.732882,41.16423,32276283,1.480957031,0.423683923,8.334610021,0.043383297,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-19,18.513882,0.080628,4.528074,3642189,0.397949219,0.423850788,8.391460713,0.043536391,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-190,169.224156,0.736758,41.379942,32445908,1.487792969,0.423687794,8.334792884,0.043382613,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-191,170.108346,0.740634,41.595966,32615484,1.494628906,0.423692173,8.334981028,0.043380457,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-192,170.994336,0.74454,41.81226,32785722,1.499755859,0.423695772,8.335277538,0.043378904,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-193,171.879168,0.748386,42.028038,32955295,1.506835938,0.423699534,8.335630588,0.043379327,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-194,172.759488,0.752232,42.242754,33123833,1.512939453,0.423701936,8.335881527,0.043381689,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-195,173.637438,0.756048,42.4569,33291964,1.520507813,0.423703097,8.336275596,0.04338362,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-196,174.515118,0.75987,42.670914,33460024,1.526855469,0.423705285,8.336403975,0.043386509,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-197,175.394388,0.763746,42.88626,33628414,1.532226563,0.423706784,8.336211288,0.043383265,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-198,176.27955,0.767628,43.102908,33798319,1.538818359,0.423708053,8.336241885,0.043380693,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-199,177.165606,0.771498,43.319796,33968134,1.545654297,0.423709808,8.336082448,0.043378598,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-2,3.478398,0.014964,0.855192,767507,0.289794922,0.422794341,8.506569733,0.043884882,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-20,19.39752,0.08451,4.74444,3811456,0.405029297,0.423849382,8.388869759,0.043506083,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-200,178.042248,0.77532,43.533972,34135677,1.551757813,0.423709301,8.336123836,0.043380191,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-201,178.925922,0.779166,43.74966,34304069,1.558349609,0.423709527,8.336176675,0.043382189,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-202,179.809512,0.783,43.965564,34473752,1.564453125,0.423708993,8.336310551,0.043384363,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-203,180.688746,0.786834,44.180898,34641990,1.571533203,0.423709238,8.336251645,0.043381644,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-204,181.57404,0.790734,44.397426,34811703,1.579101563,0.423710134,8.336232359,0.043379407,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-205,182.455854,0.79461,44.613528,34980898,1.585449219,0.423710777,8.336217894,0.043376529,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-206,183.332058,0.798432,44.827632,35148406,1.58984375,0.423710942,8.336172446,0.043378022,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-207,184.208346,0.8022,45.041454,35315995,1.596679688,0.423710319,8.336394096,0.043380438,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-208,185.084928,0.80604,45.256032,35484464,1.602783203,0.423707932,8.336353576,0.043381046,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-209,185.966688,0.809856,45.471684,35652670,1.609619141,0.423708769,8.336407437,0.043380887,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-21,20.281854,0.08838,4.960764,3980587,0.412597656,0.423862232,8.385361092,0.043486044,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-210,186.848058,0.813732,45.68766,35821367,1.615478516,0.423705657,8.335920307,0.043378584,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-211,187.73055,0.817554,45.903792,35989632,1.621826172,0.423704393,8.335720152,0.043376416,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-212,188.609922,0.821376,46.1187,36157752,1.628662109,0.423703907,8.335500882,0.043374249,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-213,189.492276,0.825222,46.334814,36326387,1.634277344,0.423702567,8.335334792,0.04337188,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-214,190.36881,0.829038,46.549542,36494178,1.641845703,0.423699791,8.33507202,0.043369922,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-215,191.247486,0.83286,46.764426,36662820,1.646972656,0.423700965,8.334731015,0.043368607,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-216,192.122922,0.836646,46.978032,36829680,1.652832031,0.423698048,8.334829194,0.043370782,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-217,192.999186,0.840402,47.192196,36997325,1.659423828,0.423696328,8.334759889,0.043372934,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-218,193.878528,0.844194,47.406978,37165370,1.666992188,0.423693382,8.33450411,0.043376019,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-219,194.759406,0.84801,47.621676,37333373,1.672363281,0.42369161,8.33440983,0.043378146,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-22,21.157416,0.092172,5.174652,4148069,0.417236328,0.423856213,8.383957522,0.043499737,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-220,195.63429,0.851796,47.835816,37500323,1.678466797,0.423688347,8.334141947,0.043379755,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-221,196.51359,0.855534,48.050406,37668385,1.685791016,0.423684776,8.334061792,0.043382942,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-222,197.39118,0.85932,48.264966,37835861,1.692138672,0.423684641,8.333933227,0.04338302,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-223,198.269142,0.863172,48.479976,38003767,1.698242188,0.423682046,8.333579765,0.043381457,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-224,199.147698,0.866988,48.695136,38171860,1.703613281,0.423681512,8.333344067,0.043378912,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-225,200.02749,0.870834,48.910476,38340339,1.710693359,0.423679941,8.333230289,0.043376352,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-226,200.908908,0.874674,49.126476,38508037,1.716308594,0.423679722,8.332987572,0.043372987,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-227,201.789528,0.878514,49.342272,38676316,1.723632813,0.423678093,8.332740181,0.043370074,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-228,202.667148,0.88233,49.557348,38843302,1.729003906,0.423678109,8.332464818,0.043368301,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-229,203.544414,0.886116,49.771812,39010579,1.735839844,0.423674364,8.332350069,0.043370452,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-23,22.039074,0.096018,5.389896,4316075,0.423828125,0.423836192,8.382478275,0.043509188,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-230,204.419292,0.889872,49.985604,39177467,1.742431641,0.423671891,8.332288563,0.043372328,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-231,205.298268,0.893688,50.200548,39344568,1.748779297,0.423669655,8.332119056,0.043374626,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-232,206.174328,0.897474,50.414544,39511403,1.755126953,0.423666062,8.332127911,0.043376292,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-233,207.050088,0.901224,50.628732,39678473,1.761230469,0.423663464,8.331986309,0.04337695,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-234,207.92541,0.90504,50.842824,39844834,1.767333984,0.423661269,8.331797453,0.043378865,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-235,208.802742,0.908802,51.057096,40012304,1.772705078,0.423661056,8.331755654,0.043380258,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-236,209.697132,0.912762,51.276216,40183994,1.780029297,0.423664873,8.331964738,0.043377772,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-237,210.591762,0.916698,51.495234,40354799,1.785888672,0.423668141,8.332052096,0.043376441,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-238,211.48671,0.920628,51.714048,40526089,1.792236328,0.423671411,8.332283782,0.043373669,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-239,212.381826,0.924594,51.933198,40697768,1.798583984,0.423674504,8.332513532,0.043372719,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-24,22.917966,0.099834,5.604696,4484644,0.430664063,0.42385177,8.381500452,0.043517079,1
../blacksholes\small\config-8-40\2-blackscholes-small-8core-40cache-x86__1-1-240,213.273228,0.92847,52.151004,40867389,1.806884766,0.423676967,8.332761388,0.043374275,1
