Filename,Normalized integer,Normalized floating,Normalized control,Cycles,Normalized time avg,Ratio Memory,Ratio branches,Ratio call,Phase
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-127,113.677398,0.494886,27.799422,21860046,1.065917969,0.423681961,8.336460105,0.043381981,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-128,114.556416,0.498702,28.014156,22029123,1.072509766,0.423682628,8.336651502,0.043384852,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-129,115.436298,0.502554,28.228746,22198443,1.078613281,0.423681379,8.336662665,0.043390663,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-13,13.22043,0.057486,3.235914,2631313,0.359130859,0.423710869,8.398421163,0.04356049,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-130,116.314272,0.506346,28.443168,22366613,1.084228516,0.423683458,8.336875961,0.0433939,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-131,117.199818,0.510246,28.659756,22537499,1.090087891,0.423687568,8.337043423,0.043389204,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-132,118.08711,0.514152,28.876362,22708925,1.094970703,0.423694014,8.337413469,0.043386629,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-133,118.97331,0.518028,29.092734,22881148,1.097412109,0.423700878,8.337864773,0.043384441,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-134,119.848866,0.52185,29.306058,23048906,1.102294922,0.423704332,8.338391592,0.043387616,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-135,120.72606,0.525636,29.519856,23217255,1.108398438,0.423707604,8.338777184,0.043390862,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-136,121.600176,0.529458,29.733186,23385301,1.114257813,0.423709659,8.338939866,0.043395551,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-137,122.480262,0.533304,29.948196,23554412,1.120849609,0.423711729,8.339187283,0.043394333,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-138,123.364032,0.53718,30.16455,23725129,1.125244141,0.423714813,8.338979839,0.043390006,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-139,124.244136,0.541056,30.380118,23895083,1.127929688,0.423716408,8.338809334,0.043385875,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-14,14.108028,0.061392,3.452658,2801591,0.365234375,0.423767585,8.398209999,0.043531679,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-140,125.12874,0.544932,30.59622,24064491,1.131591797,0.423718314,8.33887264,0.043385752,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-141,126.003984,0.548724,30.810168,24233192,1.136474609,0.423718682,8.33882566,0.043387689,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-142,126.884868,0.55254,31.025364,24401946,1.142333984,0.423716588,8.338885126,0.043389596,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-143,127.76535,0.556386,31.240452,24570761,1.147949219,0.423721229,8.338978491,0.043391626,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-144,128.645484,0.560262,31.456164,24739969,1.155517578,0.423720593,8.338806672,0.043387045,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-145,129.532194,0.564138,31.67316,24911058,1.158935547,0.423720921,8.338867099,0.043383041,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-146,130.41066,0.56799,31.888188,25080695,1.162109375,0.423721524,8.33866215,0.043381393,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-147,131.287056,0.571782,32.10228,25249841,1.1640625,0.423718643,8.338807056,0.043384021,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-148,132.170232,0.575628,32.317974,25419758,1.166503906,0.423718324,8.338991984,0.043386136,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-149,133.04697,0.579444,32.532354,25587808,1.170654297,0.423714828,8.339022462,0.043388499,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-15,14.98926,0.065238,3.667404,2970031,0.372070313,0.42379323,8.397527751,0.043541426,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-150,133.931262,0.58329,32.748618,25756917,1.176025391,0.423717536,8.338774861,0.043386319,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-151,134.807184,0.587112,32.963376,25926139,1.180419922,0.42371107,8.338262615,0.043383056,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-152,135.690666,0.590958,33.17964,26095455,1.187011719,0.423709291,8.337928612,0.043379856,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-153,136.574094,0.59478,33.395664,26265375,1.193115234,0.423707602,8.337672839,0.043376649,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-154,137.456424,0.598632,33.61182,26435361,1.19921875,0.423705796,8.337394783,0.043374027,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-155,138.335058,0.602442,33.827004,26604533,1.206298828,0.423703656,8.337053028,0.043370912,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-156,139.21263,0.606264,34.041354,26773535,1.211914063,0.423703461,8.336732712,0.043372599,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-157,140.092092,0.61005,34.256034,26943026,1.217041016,0.423699899,8.336613246,0.043375249,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-158,140.96634,0.613836,34.46973,27111724,1.220703125,0.423695966,8.336304615,0.04337893,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-159,141.844872,0.617622,34.6839,27280692,1.225341797,0.423694512,8.33632342,0.043382319,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-16,15.868914,0.069054,3.881904,3138626,0.379150391,0.423821769,8.398373039,0.043555946,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-160,142.725792,0.621384,34.898934,27449479,1.230224609,0.423690608,8.336048628,0.043384764,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-161,143.596566,0.625146,35.112132,27617015,1.234863281,0.423684309,8.335661391,0.043387397,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-162,144.479328,0.628938,35.32746,27786888,1.241699219,0.423683464,8.335530895,0.043391288,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-163,145.359432,0.632754,35.542872,27955741,1.246582031,0.423681986,8.335379912,0.043388615,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-164,146.23743,0.636606,35.757858,28123927,1.25,0.423678799,8.334900208,0.043386659,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-165,147.114726,0.640398,35.972838,28293215,1.252441406,0.423677757,8.334540993,0.043383233,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-166,147.994956,0.644238,36.188394,28462459,1.253173828,0.423675675,8.334349092,0.043379156,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-167,148.878948,0.648108,36.40512,28632169,1.256103516,0.423674741,8.333999954,0.043374888,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-168,149.75817,0.651948,36.620454,28801375,1.259033203,0.423673497,8.333685572,0.043370844,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-169,150.629808,0.65571,36.833898,28969115,1.261962891,0.423669869,8.333378437,0.043371679,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-17,16.745466,0.072906,4.095684,3306310,0.383789063,0.423814515,8.397348532,0.043582464,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-170,151.50789,0.659496,37.048362,29137151,1.265625,0.423667288,8.333218962,0.043374711,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-171,152.381034,0.663276,37.261872,29304850,1.26953125,0.423665316,8.333018742,0.043377048,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-172,153.258084,0.667056,37.47612,29472801,1.274658203,0.423660441,8.332976711,0.043378824,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-173,154.134624,0.670842,37.690344,29640470,1.280761719,0.423657885,8.332832153,0.043380289,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-174,155.010006,0.674604,37.904466,29807907,1.286621094,0.423653455,8.332595185,0.043383912,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-175,155.888466,0.67839,38.119302,29976364,1.292480469,0.423650161,8.332439733,0.043385265,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-176,156.775998,0.682266,38.336232,30147132,1.298095703,0.423654006,8.332495907,0.043384545,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-177,157.671048,0.686244,38.555388,30319491,1.300537109,0.423657758,8.332859857,0.043382575,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-178,158.56527,0.690156,38.774376,30492083,1.303222656,0.423663962,8.333111886,0.043378648,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-179,159.457194,0.694092,38.992698,30663533,1.306396484,0.423666785,8.333201687,0.043376275,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-18,17.627784,0.076722,4.311006,3475587,0.390869141,0.423839566,8.396223207,0.043575444,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-180,160.351728,0.698028,39.211416,30835267,1.310791016,0.423671647,8.333464725,0.043375633,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-181,161.243844,0.701904,39.42924,31006173,1.31640625,0.423673323,8.3338314,0.04337933,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-182,162.13599,0.705804,39.647196,31177276,1.322753906,0.42367626,8.334159224,0.043382084,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-183,163.023606,0.70968,39.86397,31347408,1.329589844,0.423679141,8.334508343,0.043385042,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-184,163.904364,0.713544,40.079712,31516438,1.333740234,0.423679347,8.334430742,0.043381899,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-185,164.787774,0.717432,40.296006,31687083,1.3359375,0.423681965,8.334339133,0.043378642,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-186,165.67158,0.721308,40.512444,31857930,1.338378906,0.423684345,8.33430749,0.043375709,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-187,166.555122,0.72513,40.728144,32027855,1.340820313,0.42368431,8.33445361,0.043378014,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-188,167.436804,0.728976,40.943424,32197569,1.345214844,0.423684392,8.334464136,0.043380007,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-189,168.31044,0.732768,41.156766,32365385,1.350097656,0.423685076,8.334479596,0.043383729,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-19,18.513036,0.080628,4.527828,3645526,0.397460938,0.423848329,8.391301101,0.043537431,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-190,169.195752,0.736644,41.37303,32535877,1.353759766,0.423687902,8.334724527,0.043383044,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-191,170.080746,0.740544,41.589312,32706336,1.357421875,0.423692088,8.334908106,0.043380761,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-192,170.962782,0.74442,41.804694,32876979,1.362548828,0.423696471,8.335188996,0.043378861,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-193,171.848808,0.748272,42.020652,33047690,1.364990234,0.423700699,8.33553277,0.043379955,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-194,172.723578,0.752088,42.233982,33216152,1.368408203,0.423702482,8.335861714,0.043381891,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-195,173.602926,0.75591,42.44832,33384915,1.374511719,0.423703106,8.336162665,0.04338419,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-196,174.4806,0.759696,42.662346,33553168,1.379150391,0.423705425,8.33644137,0.043386081,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-197,175.364424,0.763602,42.87885,33723582,1.383789063,0.423706077,8.336281047,0.043383206,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-198,176.250846,0.767478,43.09581,33894724,1.387207031,0.423708453,8.336196856,0.04338018,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-199,177.133962,0.771354,43.311918,34064394,1.391845703,0.423710166,8.336074754,0.043378037,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-2,3.480018,0.014964,0.855522,768167,0.288574219,0.42284319,8.50770154,0.043896007,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-20,19.399212,0.084534,4.744914,3815311,0.403564453,0.423849337,8.388135714,0.04350553,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-200,178.015476,0.7752,43.527516,34234484,1.396972656,0.423711087,8.336216937,0.043379181,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-201,178.899882,0.779076,43.743462,34403906,1.402587891,0.42371012,8.33607332,0.043381889,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-202,179.777718,0.782868,43.957926,34572582,1.408935547,0.423709112,8.336258804,0.043384121,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-203,180.658386,0.78672,44.173344,34742438,1.413574219,0.423709718,8.336206055,0.043382271,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-204,181.541508,0.790596,44.38944,34912894,1.416503906,0.423710718,8.336190382,0.043379371,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-205,182.422452,0.794472,44.605266,35082773,1.418701172,0.423711043,8.336223872,0.043377031,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-206,183.303984,0.798288,44.82066,35252465,1.421142578,0.423711457,8.336178722,0.043377273,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-207,184.180104,0.802104,45.03474,35420785,1.426269531,0.423712583,8.336256437,0.043379578,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-208,185.051274,0.805896,45.24777,35588063,1.431640625,0.423708549,8.336301701,0.043381011,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-209,185.931408,0.809718,45.462882,35757366,1.437255859,0.423708082,8.336313946,0.043381632,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-21,20.28423,0.08838,4.961376,3984961,0.410888672,0.423857377,8.385453555,0.043487936,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-210,186.81525,0.813564,45.679392,35926427,1.444335938,0.423705725,8.336005003,0.043378686,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-211,187.69629,0.81738,45.895362,36096269,1.447998047,0.423703584,8.335737274,0.043375755,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-212,188.584098,0.821256,46.112472,36267123,1.450195313,0.423704563,8.335555445,0.043373602,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-213,189.465336,0.825132,46.328298,36436829,1.451904297,0.423702586,8.335218178,0.043372023,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-214,190.340772,0.828924,46.542702,36605608,1.455566406,0.423701279,8.335025735,0.043369979,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-215,191.224296,0.832746,46.758642,36775443,1.460205078,0.42370157,8.334817445,0.043368325,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-216,192.104538,0.836556,46.97352,36943765,1.466552734,0.423698671,8.334811847,0.043370222,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-217,192.975468,0.840318,47.186292,37111468,1.471435547,0.423696335,8.334666679,0.043373275,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-218,193.854168,0.84408,47.400858,37279967,1.477050781,0.423694231,8.334534197,0.043375924,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-219,194.738898,0.84792,47.616708,37449164,1.482666016,0.423693036,8.334500913,0.043377379,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-22,21.16014,0.092172,5.175312,4152925,0.417480469,0.423847251,8.384133339,0.043498827,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-220,195.611376,0.851688,47.829948,37616208,1.485351563,0.423687352,8.334264614,0.043380311,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-221,196.486806,0.855444,48.043842,37784933,1.490722656,0.423686691,8.333961635,0.04338275,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-222,197.364576,0.859212,48.25833,37953477,1.494384766,0.423684345,8.333852071,0.043383764,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-223,198.243966,0.863028,48.473682,38122580,1.497314453,0.423683065,8.333640259,0.043381149,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-224,199.121634,0.866844,48.688722,38291155,1.499023438,0.423681408,8.333413462,0.043378588,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-225,200.003268,0.870714,48.90459,38460791,1.502197266,0.423681723,8.333303943,0.043375683,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-226,200.88264,0.874584,49.120218,38629436,1.505615234,0.423679295,8.332883791,0.04337326,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-227,201.763368,0.8784,49.335882,38798178,1.510253906,0.423678183,8.332760155,0.043370584,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-228,202.639134,0.882192,49.550406,38966388,1.516113281,0.423677335,8.332507258,0.043368807,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-229,203.515026,0.885972,49.7646,39134235,1.523681641,0.423675032,8.332488686,0.043370106,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-23,22.044162,0.096018,5.391132,4321726,0.422607422,0.423839321,8.382571921,0.04350923,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-230,204.393654,0.889788,49.979328,39302899,1.52734375,0.423672181,8.332256319,0.043372372,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-231,205.273386,0.893574,50.19426,39471866,1.529296875,0.423669818,8.332188801,0.043374203,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-232,206.150526,0.897354,50.40879,39640118,1.532226563,0.423667566,8.332192561,0.04337553,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-233,207.026964,0.901158,50.62305,39807886,1.534423828,0.423663831,8.331981365,0.043377671,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-234,207.90471,0.904926,50.837652,39976547,1.537841797,0.42366159,8.331834737,0.043378911,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-235,208.780578,0.908718,51.05172,40144727,1.543945313,0.423661507,8.331683847,0.043380595,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-236,209.674284,0.912648,51.270414,40317454,1.551269531,0.423664695,8.331938013,0.043377766,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-237,210.564174,0.91656,51.488292,40488285,1.557128906,0.423667799,8.332153771,0.04337623,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-238,211.460688,0.920544,51.707724,40661168,1.561523438,0.423671208,8.332264164,0.043374216,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-239,212.357304,0.924474,51.927264,40834632,1.563720703,0.423676079,8.332543988,0.043372014,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-24,22.921038,0.099834,5.605368,4489964,0.430175781,0.423844736,8.382059934,0.043519355,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-240,213.243258,0.92835,52.143588,41004812,1.565673828,0.423679129,8.332726945,0.043373655,1
../blacksholes\small\config-4-80\2-blackscholes-small-4core-80cache-x86__1-1-241,214.132896,0.932226,52.360698,41175931,1.568359375,0.423681051,8.332978628,0.043376694,1
